Season,Title,Airdate,Rating,Vote_count,Description
21,Quizá un millón de dólares,31 ene. 2010,7.0,861,Homer no puede contarle a Marge que ganó la lotería porque debía estar dando un brindis de boda cuando compró el boleto. Pero Bart pronto descubre dónde esconde el dinero y empieza a chantajearlo.
21,Chico conoce curling,14 feb. 2010,6.7,887,"Homer y Marge se convierten en miembros del equipo olímpico estadounidense de curling. Durante los juegos, Lisa se vuelve adicta a coleccionar pines y Bart intenta salvarla."
21,El color amarillo,21 feb. 2010,6.4,862,"Mientras busca un antepasado admirable para un proyecto escolar, Lisa descubre la historia de una pariente llamada Eliza Simpson, que quizá ayudó o quizá no a un esclavo a escapar hacia la libertad."
21,Postales desde la cuña,14 mar. 2010,6.9,797,"Cuando Bart intenta sin éxito enfrentar a Homer y Marge entre sí, idea una broma peligrosa que sin duda conseguirá llamar su atención."
21,Robando la primera base,21 mar. 2010,7.0,893,"Bart mete a la Escuela Primaria de Springfield en problemas legales cuando besa a la enigmática hija de dos abogados, mientras Lisa está deprimida por ser marginada debido a su inteligencia."
21,La historia más grandiosa jamás d'oh-da,28 mar. 2010,5.6,1075,"Ned lleva a los Simpson en peregrinación a Israel para intentar salvar a Homer, pero pronto descubre que quizá no valga la pena salvarlo."
21,Historia estadounidense X-celente,11 abr. 2010,6.5,802,"El señor Burns es enviado a prisión por robo de arte, donde un aterrador recluso lo introduce en la religión. Mientras tanto, Smithers se convierte en jefe de la planta y Bart y Lisa intentan compartir una granja de hormigas."
21,Jefe de corazones,18 abr. 2010,6.8,801,"La nueva amistad entre Homer y el jefe Wiggum se pone a prueba cuando el jefe se vuelve dependiente después de recibir un disparo, mientras Marge sospecha que Bart podría estar vendiendo drogas."
21,El pequeño y la ballena,25 abr. 2010,6.8,828,"Después de una violenta tormenta, Lisa intenta movilizar a los habitantes para rescatar a una ballena varada en la playa."
21,Vigilar con amor,2 may. 2010,7.1,872,"Springfield cubre el pueblo con cámaras de vigilancia después de que Homer provoca una falsa alarma de bomba en la estación de tren. Mientras tanto, Lisa considera teñirse de morena para que la gente la tome más en serio."
21,El blues de la carta de Moe,9 may. 2010,6.8,827,"Homer, Apu y el reverendo Alegría sospechan que Moe podría haberse ido con una de sus esposas después de recibir una misteriosa carta, pero ¿con cuál?"
21,El Bob de al lado,16 may. 2010,7.2,933,Bart está convencido de que el nuevo vecino amable y discreto de los Simpson es en realidad Bob Patiño disfrazado.
21,Júzgame con ternura,23 may. 2010,6.4,851,"La personalidad brusca y áspera de Moe lo convierte en el juez hipercrítico perfecto y le consigue un lugar en American Idol. Mientras tanto, Homer incomoda a Marge cuando empieza a pasar más tiempo en casa ahora que el bar de Moe está cerrado."
22,Musical de la escuela primaria,26 sep. 2010,6.0,1048,"Mientras Homer y Bart acompañan a Krusty a Oslo para que reciba el Premio Nobel de la Paz, Marge inscribe a Lisa por una semana en un campamento de artes escénicas."
22,Préstamo para Lisa,3 oct. 2010,6.7,818,"Lisa usa los 50 dólares que recibe del Abuelo para darle a Nelson un microcrédito que impulse su negocio de bicicletas, pero pronto se arrepiente de la decisión."
22,MoneyBart,10 oct. 2010,6.7,875,"Lisa se convierte en entrenadora del equipo de béisbol de Bart y utiliza análisis estadístico para construir un equipo ganador, pero elimina toda la diversión y hace que Bart abandone el equipo."
22,La casita del horror XXI,7 nov. 2010,7.0,1074,Un juego de mesa satánico hace que otros juegos populares cobren vida; Homer y Marge rescatan a un posible asesino y lo dejan subir a su barco; y una parodia de «Crepúsculo» en la que Lisa se enamora de un joven vampiro.
22,"Lisa Simpson, esta no es tu vida",14 nov. 2010,7.1,836,"Cuando Lisa descubre que Marge también fue una alumna modelo, intenta averiguar en qué momento cambió todo para no repetir sus errores. Mientras tanto, una serie de accidentes fortuitos hace que Bart reemplace a Nelson como abusón de la escuela."
22,El tonto Monty,21 nov. 2010,6.3,792,"Después de que el señor Burns descubre que está muriendo, sufre un accidente y pierde la memoria, y todos los habitantes aprovechan la situación para vengarse de él."
22,¿Cuánto se comió ese pajarito de la ventana?,28 nov. 2010,6.2,805,"Bart adopta una paloma mensajera, pero Ayudante de Santa se la come."
22,La pelea antes de Navidad,5 dic. 2010,6.7,878,Marge se deprime cuando el resto de la familia no entra en el espíritu navideño y escribe una carta esperando recibir ayuda; el señor Burns y el nuevo amigo de Moe retrasan a los Simpson mientras intentan viajar a Hawái para las fiestas.
22,Donnie Fatso,12 dic. 2010,6.9,863,"Homer va a prisión después de intentar librarse de una serie de multas mediante un soborno, pero acepta una reducción de condena a cambio de informar al FBI sobre Tony el Gordo."
22,Mamás que quisiera olvidar,9 ene. 2011,6.1,767,Bart intenta descubrir el origen de una cicatriz con forma de espada en su mano; Marge vuelve a ponerse en contacto con tres amigas con las que se distanció años atrás.
22,Moe flameante,16 ene. 2011,6.6,839,Moe intenta mantener en secreto su «heterosexualidad» cuando abre un bar gay; Skinner se enamora de una nueva maestra.
22,"Homer, el padre",23 ene. 2011,6.9,785,Homer obtiene consejos de crianza de una comedia televisiva de los años 80; Bart se ve involucrado en el tráfico de secretos nucleares.
22,El azul y el gris,13 feb. 2011,6.7,780,"Moe contrata a Homer como compañero para conquistar mujeres, solo para descubrir que Homer tiene más suerte con ellas que él; Marge encuentra su primera cana."
22,Papá enojado: la película,20 feb. 2011,7.1,929,"El personaje «Papá Enojado» de Bart obtiene su propia película, pero cuando esta empieza a ganar premios, Homer intenta quedarse con todo el mérito."
22,El cuento del escorpión,6 mar. 2011,6.6,825,El proyecto escolar de Lisa lleva al descubrimiento de un nuevo medicamento que hace que los ancianos sean menos malhumorados y más tolerables.
22,Lindos sueños de una noche de verano,13 mar. 2011,5.9,794,"Después de que Tommy Chong abandona la gira de reunión de Cheech & Chong, Homer sale de gira como su reemplazo. Mientras tanto, Marge intenta ayudar a la señora de los gatos con su problema de acumulación compulsiva."
22,El amor es algo muy estrangulado,27 mar. 2011,6.1,810,Las cosas se invierten para Homer y Bart después de que un terapeuta cura a Homer de sus tendencias violentas hacia el niño.
22,La gran Simpsina,10 abr. 2011,6.8,820,"La familia es recibida por el cantante folk Ewell Freestone cuando visita una granja de duraznos, pero cuando Marge se excede con platos inspirados en esa fruta, Lisa y Bart intentan deshacerse del excedente. Más tarde, Lisa se convierte en aprendiz del legendario mago Gran Raymondo, quien la ayuda a desarrollar su talento, pero un enamoramiento escolar nubla su juicio cuando la convencen de revelar el truco más famoso de Raymondo a su falso archienemigo. Cuando el acto del mago rival se vuelve peligroso, el Gran Raymondo aún guarda un último truco bajo la manga y prepara..."
22,Las verdaderas amas de casa de Tony el Gordo,1 may. 2011,6.4,806,"Selma se enamora de Tony el Gordo y se casa con él, y Lisa descubre que Bart tiene habilidad para encontrar trufas."
22,Homer Manostijeras,8 may. 2011,7.0,809,"Homer abre su propio salón después de descubrir que tiene talento como estilista, y Lisa sospecha cuando Milhouse consigue una novia de quinto grado."
22,500 llaves,15 may. 2011,7.1,871,"Mientras Homer da una vuelta por diversión en el dirigible Duff, Lisa descubre una habitación secreta en el sótano de la Escuela Primaria de Springfield."
22,La captura más Ned-liciosa,22 may. 2011,6.9,857,"Cuando Krabappel es suspendida y castigada después de lastimar a Bart, Bart intenta ayudarla a escapar, pero Flanders termina siendo quien le salva la vida. Poco después, Ned descubre que Edna también salió con otros hombres como Homer, Skinner, el Hombre de las Historietas y el baterista de Aerosmith Joey Kramer."
23,El halcón y el D'Ohman,25 sep. 2011,7.0,1061,"Homer intenta hacerse amigo del nuevo guardia de seguridad de la planta nuclear, quien por algún motivo no está interesado y sigue teniendo recuerdos de su violento pasado como agente del gobierno."
23,Bart se detiene a oler a los Roosevelt,2 oct. 2011,7.0,902,"El superintendente Chalmers es despedido después de usar métodos poco convencionales para enseñarles a Bart y sus amigos sobre Teddy Roosevelt, así que los chicos toman el control de la Escuela Primaria de Springfield hasta que él recupera su trabajo."
23,La casita del horror XXII,30 oct. 2011,6.4,1046,"Homer realiza una peligrosa excursión por un cañón aislado de Candy Peak, pero una roca que cae le atrapa el brazo y debe imitar a Aron Ralston para salvarse. En «La escafandra y la bola de manteca», el primero de tres relatos de Halloween, la picadura de una araña venenosa deja paralizado a Homer, pero Lisa descubre que puede comunicarse mediante gases naturales y así expresar su amor por Marge. Los hechizos asesinos continúan en «Marca D de Diddly», donde Ned Flanders, devoto predicador de día, se convierte en un justiciero de sangre fría por la noche. En el aterrador final..."
23,Tú eres reemplazable,6 nov. 2011,6.4,786,"Homer es traicionado por su nueva asistente en el trabajo y termina trabajando para ella, mientras Bart y Martin crean un proyecto científico que alegra a los ancianos del Castillo de Retiro de Springfield."
23,La esposa gourmet,13 nov. 2011,7.0,892,"Homer teme haber dejado de ser el padre divertido después de que Marge, Bart y Lisa se convierten en aficionados a la gastronomía."
23,El trabajo del libro,20 nov. 2011,7.9,1198,"Homer y Bart reúnen un equipo para escribir la próxima saga exitosa de novelas juveniles y ganar un millón de dólares, pero descubren que necesitan la ayuda de Lisa para lograrlo."
23,El hombre de los pantalones de franela azul,27 nov. 2011,6.6,776,"Homer es ascendido a gerente de cuentas en la planta nuclear, pero pronto descubre que el trabajo te roba el alma. Mientras tanto, Lisa le presenta a Bart «Mujercitas»."
23,La solución del diez por ciento,4 dic. 2011,6.0,758,"Krusty el Payaso entra en una mala racha cuando la cadena de televisión retira su programa del aire y su agencia de talentos deja de representarlo. Pero cuando los Simpson le presentan a la veterana agente Annie, descubren que ella fue la primera representante de Krusty. A pesar de su relación conflictiva, Annie acepta volver a representarlo y preparar su regreso profesional. Cuando el relanzamiento retro de su programa de comedia recibe elogios de la crítica, Krusty debe decidir entre quedarse con su agente o ponerse del lado de los ejecutivos de la cadena."
23,Fiestas del futuro pasado,11 dic. 2011,8.2,1519,"Treinta años en el futuro, los Simpson se reúnen para Navidad. Bart y Lisa tienen dificultades como padres para conectar con sus hijos."
23,"Políticamente inepto, con Homer Simpson",8 ene. 2012,5.9,868,"Homer se convierte en conductor de un popular programa político de entrevistas, inicia un movimiento del «hombre común» en Springfield y termina eligiendo personalmente a Ted Nugent como candidato republicano a presidente."
23,La red d'oh-cial,15 ene. 2012,6.9,895,"Lisa crea una red social en línea que se convierte en una obsesión en Springfield, pero luego ella misma se vuelve víctima del rechazo de los usuarios."
23,Moe pasa de los harapos a la riqueza,29 ene. 2012,5.6,927,"Mientras Bart intenta recuperar la amistad de Milhouse, el trapo de limpieza del bar de Moe cuenta la improbable historia de cómo llegó hasta donde está hoy."
23,La hija también se levanta,12 feb. 2012,6.2,773,"Lisa se enamora de un joven aventurero al estilo de Hemingway, mientras Bart y Milhouse intentan desmentir todos los mitos que rodean a la Escuela Primaria de Springfield."
23,Por fin nos vamos,19 feb. 2012,6.9,916,"El pueblo vota para expulsar a los Simpson de Springfield, así que deciden mudarse a las Tierras Exteriores."
23,Salida por el Kwik-E-Mart,4 mar. 2012,6.8,752,"Bart se convierte en un vándalo urbano y decide usar a Homer como inspiración, mientras Apu atraviesa tiempos difíciles cuando un nuevo mercado de moda se lleva a todos los clientes del Kwik-E-Mart."
23,Cómo mojé a tu madre,11 mar. 2012,7.2,930,La familia entra en los sueños de Homer al estilo de «El origen» después de que él empieza a mojar la cama.
23,"Ellos, robot",18 mar. 2012,6.9,858,"El señor Burns reemplaza a todos los empleados de la planta nuclear por robots, excepto a Homer, que se queda para supervisarlos y servir como chivo expiatorio humano."
23,Cuidado con mi Bart infiel,15 abr. 2012,7.0,814,"La novia de Jimbo le es infiel con Bart, y Homer usa su nueva cinta caminadora para ponerse al día con una serie de televisión sobre sobrevivientes de un accidente aéreo varados en una isla."
23,Una cosa totalmente divertida que Bart nunca volverá a hacer,29 abr. 2012,7.5,1017,Bart convence a la familia de tomar las vacaciones en crucero de sus sueños y luego pone en marcha un plan diabólico para asegurarse de que duren para siempre.
23,El espía que me enseñó,6 may. 2012,6.7,687,"Homer utiliza su licencia por enfermedad paga para mejorar su matrimonio con la ayuda de su amigo imaginario, el superespía Stradivarius Cain. Mientras tanto, Bart se venga de Nelson por robarles a todos el dinero del almuerzo."
23,La mezcla de Ned y Edna,13 may. 2012,6.5,753,"Después de que Ned y Edna anuncian públicamente que se casaron en secreto, ambos chocan por la forma de criar a Rod y Todd."
23,Lisa se vuelve Gaga,20 may. 2012,3.9,2189,"Después de que un intento desesperado de Lisa por volverse más popular sale mal, Lady Gaga aparece en Springfield para ayudarla con su autoestima."
24,Río de luz de luna,30 sep. 2012,6.3,963,"Los Simpson regresan a Nueva York para que Bart pueda encontrar a su antigua novia Mary Spuckler. Mientras tanto, Lisa y Marge pasan el viaje intentando disfrutar de la cultura neoyorquina con poco dinero."
24,La casita del horror XXIII,7 oct. 2012,7.2,1000,"Un agujero negro amenaza con tragarse Springfield, Homer intenta encontrar la fuente de actividad paranormal y hay una parodia de «Volver al futuro» en la que Bart impide que Marge se case con Homer."
24,Aventuras para conseguir un bebé,4 nov. 2012,6.8,769,"Marge decide que quiere otro bebé, pero Homer no. Mientras tanto, Bart intenta averiguar adónde va Lisa en secreto después de la escuela."
24,Abe se fue,11 nov. 2012,6.6,714,"Homer invierte el fondo universitario de Lisa en un sitio de póquer en línea. Mientras tanto, Abe desaparece del Castillo de Retiro de Springfield."
24,Tipos de centavos,18 nov. 2012,6.2,720,"Tony el Gordo debe cumplir con el deber de jurado y su asistente, Dan, tiene que dirigir la mafia mientras él está fuera. Mientras tanto, Lisa considera hacer un cambio desagradable en su dieta."
24,Un árbol crece en Springfield,25 nov. 2012,6.2,737,"Homer se vuelve adicto a su nueva tableta. Pero cuando se destruye, cae en la desesperación hasta que encuentra esperanza para él y para Springfield en el lugar menos esperado."
24,El día que la Tierra se volvió cool,9 dic. 2012,6.9,850,"Homer se hace amigo de un hipster e invita a su familia a mudarse a la casa de al lado. Sin embargo, la amistad pronto se deteriora mientras Springfield se transforma en un refugio de gente «cool»."
24,"Al perro, con amor",16 dic. 2012,7.1,747,"Cuando Homer no muestra remordimiento por casi perder a Ayudante de Santa, el Abuelo les cuenta a todos la historia del perro que Homer tuvo de niño."
24,Homer va a la escuela de supervivencia,6 ene. 2013,6.6,697,"Homer se une a los «Preparacionistas de Springfield», un grupo de supervivencia fuera de la red cuyo líder instaló un refugio ultrasecreto en las afueras del pueblo para prepararse para el fin del mundo."
24,Un examen antes de intentarlo,13 ene. 2013,6.9,704,"El destino de la Escuela Primaria de Springfield depende de Bart y de sus resultados en un examen, mientras Homer encuentra una manera de ganar dinero con su propio parquímetro."
24,Cambio de tutor,27 ene. 2013,6.4,704,Homer y Marge encuentran a la pareja joven perfecta y les piden que sean los tutores de los niños si algo les sucede.
24,El amor es algo muy astillado,10 feb. 2013,6.2,780,"Mary Spuckler regresa a Springfield y comienza una relación con Bart. Sin embargo, Bart la trata con falta de respeto."
24,Apenas Kirk,17 feb. 2013,6.9,734,"Bart hace pasar a Milhouse por su padre para que puedan realizar actividades de adultos, y Homer se vuelve hábil para encontrar objetos perdidos gracias a la revista Highlights."
24,Abuelo magnífico,3 mar. 2013,6.1,750,"La obsesión de Homer con el programa «Storage Battles» lleva a la familia a descubrir el pasado del Abuelo como «Gorgeous Godfrey», el villano más temido de la historia de la lucha libre profesional."
24,"Ojo morado, por favor",10 mar. 2013,6.8,747,"Ned se harta de Homer y le da un puñetazo en el ojo, mientras Lisa se convierte en víctima de acoso por parte de su nueva maestra suplente."
24,Tribunal del Caballero Oscuro,17 mar. 2013,6.9,753,"Cuando Bart es acusado de una broma que asegura no haber cometido, Lisa se ve obligada a defenderlo ante un tribunal juvenil, con la exfiscal general Janet Reno como jueza."
24,Lo que quieren las mujeres animadas,14 abr. 2013,6.3,719,"Homer piensa cuál será su próximo movimiento después de meterse en problemas con Marge, mientras la nueva personalidad de Milhouse inspirada en Stanley Kowalski lo vuelve repentinamente atractivo para Lisa."
24,Fricción en el púlpito,28 abr. 2013,6.3,699,"Springfield sufre una alarma por chinches, el nuevo pastor asistente de la iglesia designa a Homer como diácono y Marge pierde su vestido de novia."
24,Negocio de whisky,5 may. 2013,6.7,651,Un cambio de imagen podría poner a Moe en condiciones de ganar mucho dinero; Bart fracasa en su trabajo de cuidar al Abuelo; y Lisa lucha contra la explotación descarada de la imagen de Encías Sangrantes Murphy.
24,El fabuloso chico farsante,12 may. 2013,6.1,713,"Bart toma clases de piano con una linda chica rusa, Marge intenta enseñarle a conducir al padre de la joven y Homer pierde el último cabello que le quedaba."
24,La saga de Carl,19 may. 2013,7.0,796,"Homer, Moe, Lenny y Carl ganan la lotería, pero Carl roba el boleto y se lleva el dinero a Islandia."
24,Peligros en un tren,19 may. 2013,6.8,722,"Cuando Marge intenta comprarle a Homer unos pastelitos para su aniversario, termina conociendo a un hombre casado que comparte su amor por la televisión británica."
25,Homerland,29 sep. 2013,6.8,1010,Homer regresa cambiado de una convención de energía nuclear y Lisa empieza a sospechar que se ha convertido en un terrorista doméstico.
25,La casita del horror XXIV,6 oct. 2013,6.9,1045,"El especial de Halloween más aterrador de Los Simpson hasta el momento, con una apertura de Guillermo del Toro."
25,Cuatro arrepentimientos y un funeral,3 nov. 2013,6.3,801,"Mientras asisten a un funeral, Homer, Marge, el señor Burns y Kent Brockman recuerdan un arrepentimiento del pasado e intentan encontrar la manera de corregirlo."
25,YOLO,10 nov. 2013,6.4,813,"Homer queda impactado al comprender que solo vivirá una vez. Un amigo por correspondencia de su juventud lo ayuda a aprovechar su vida al máximo. Mientras tanto, la Escuela Primaria de Springfield implementa un código de honor."
25,Dolores de parto,17 nov. 2013,6.8,761,"Homer ayuda a cuidar a un niño cuyo parto asistió dentro de un ascensor, y Lisa intenta organizar a las animadoras de los Átomos de Springfield contra el codicioso dueño del equipo."
25,La niña está bien,24 nov. 2013,6.3,803,Lisa se angustia cuando descubre que su nueva amiga es republicana y ambas terminan compitiendo entre sí para ser representantes de segundo grado en la Escuela Primaria de Springfield.
25,Subterfugio amarillo,8 dic. 2013,6.8,788,El director Skinner promete a los alumnos que los mejor portados podrán viajar en un submarino. Bart cree que sus faltas del pasado serán olvidadas. Lisa intenta ayudar a Krusty sugiriéndole vender los derechos internacionales de sus programas.
25,Blues de Navidad blanca,15 dic. 2013,6.4,761,"Cuando un repentino aumento del turismo hace que la familia no pueda costear la Navidad, los Simpson abren su casa a huéspedes."
25,Roba este episodio,5 ene. 2014,7.6,1108,"Harto del elevado precio de las películas de Hollywood, Homer empieza a proyectar películas pirateadas en su patio, pero el FBI lo atrapa después de que Marge lo denuncia."
25,Casado con la masa,12 ene. 2014,6.9,834,El Hombre de las Historietas le pide consejos amorosos a Homer cuando se enamora de una mujer japonesa interesada en el manga.
25,Anteojos y la ciudad,26 ene. 2014,7.1,788,"El regalo de Navidad del señor Burns a sus empleados, unas gafas de realidad aumentada, pone presión sobre la relación de Homer y Marge. Mientras tanto, Bart duda sobre darle una tarjeta de San Valentín a Nelson."
25,Diggs,9 mar. 2014,6.2,806,"Bart se hace amigo de un compañero de escuela aficionado a la cetrería, pero resulta tener graves problemas emocionales."
25,El hombre que creció demasiado,9 mar. 2014,6.6,832,"Lisa se hace amiga de Bob Patiño, quien ahora trabaja con alimentos modificados genéticamente. Mientras tanto, Marge se frustra al enseñar abstinencia para la iglesia."
25,El invierno de su satisfacción,16 mar. 2014,6.6,759,"Cuando Abe y dos de sus amigos se mudan con los Simpson después del cierre del Castillo de Retiro de Springfield, Homer empieza a adoptar su estilo de vida. Mientras tanto, Nelson incorpora a Bart al grupo de abusones después de salir en su defensa."
25,La guerra del arte,23 mar. 2014,6.8,744,La amistad entre los Simpson y los Van Houten se pone a prueba cuando descubren que una pintura que los Simpson compraron en una venta de garaje de los Van Houten es extremadamente valiosa.
25,No tienes que vivir como un árbitro,30 mar. 2014,6.7,773,"Homer se convierte en árbitro del Mundial y, cuando los Simpson viajan a Brasil, debe resistir intentos de soborno."
25,Luca$,6 abr. 2014,6.3,761,"Marge se preocupa cuando Lisa empieza a salir con un aspirante a comedor competitivo, mientras Bart recibe regalos de Snake Jailbird por haberlo ayudado."
25,Días del futuro futuro,13 abr. 2014,6.8,899,"Treinta años en el futuro, Bart tiene problemas para afrontar su divorcio, Lisa lucha con su matrimonio con Milhouse y Marge finalmente se harta después de enterrar otro clon de Homer."
25,Qué esperar cuando Bart está esperando,27 abr. 2014,5.7,779,Bart se convierte en salvador de las parejas de Springfield que intentan concebir después de usar vudú accidentalmente para embarazar a su profesora de arte.
25,De ladrillo como yo,4 may. 2014,7.8,1249,La versión Lego de Homer empieza a sospechar que todo su mundo de Lego no es real cuando un juguete desencadena un recuerdo de una realidad alternativa.
25,Pay Pal,11 may. 2014,6.5,748,"Cuando Homer arruina las posibilidades de él y Marge de hacerse amigos de otra pareja, Marge decide concentrarse en encontrarle una amiga a Lisa. Sin embargo, Lisa de pronto consigue una nueva amiga por su cuenta."
25,La medalla amarilla de la cobardía,18 may. 2014,6.5,740,"Bart gana la carrera anual del «último día de clases», con un poco de ayuda de Nelson, y Homer intenta recuperar los fuegos artificiales del 4 de Julio, cancelados por recortes presupuestarios."
26,Payaso deprimido,28 sep. 2014,5.6,1036,"Krusty sufre una crisis de conciencia y se retira del espectáculo después de que su padre muere sin haber aprobado nunca su carrera. Mientras tanto, Lisa se preocupa por la salud y la esperanza de vida de Homer."
26,El naufragio de la relación,5 oct. 2014,6.8,842,"Homer y Bart se hacen a la mar para mejorar su relación, y Marge se convierte en víctima de insultos después de seleccionar el equipo de fantasy football de Homer."
26,Superfranquíciame,12 oct. 2014,6.4,795,"Marge abre una franquicia de sándwiches después de que sus preparaciones se vuelven un gran éxito en la Escuela Primaria de Springfield. Pero administrar el local día a día resulta difícil, especialmente cuando la misma franquicia abre otra sucursal enfrente."
26,La casita del horror XXV,19 oct. 2014,7.4,1094,"El 25.º especial anual de Halloween de «Los Simpson» incluye una dimensión alternativa, una pandilla al estilo de «La naranja mecánica» liderada por Moe y una visita de los Simpson de la era de Tracey Ullman."
26,Los opuestos se frack-traen,2 nov. 2014,6.2,765,Una legisladora convocada por Lisa para detener la operación de fracking del señor Burns termina enamorándose de él tanto como él de ella.
26,Simpsorama,9 nov. 2014,7.9,1584,"Los Simpson conocen a la tripulación de Planet Express, que llega al Springfield del presente para impedir que destruyan el futuro."
26,Ardido y confundido,16 nov. 2014,6.8,828,Bart engaña a su familia para llevarla de campamento a un extraño evento llamado «Blazing Guy» con el objetivo de vengarse de su nuevo y sádico maestro de cuarto grado.
26,Covercraft,23 nov. 2014,6.3,763,"Homer forma una banda de covers con otros padres del pueblo cuando empieza a tocar el bajo para enfrentar una crisis de mediana edad, pero el modesto éxito del grupo pronto queda eclipsado por el potencial de Apu como estrella."
26,No estaré en casa para Navidad,7 dic. 2014,6.7,755,Marge echa a Homer de la casa en Navidad después de que él se queda consolando a Moe en Nochebuena en lugar de volver a su hogar.
26,El hombre que vino para ser cena,4 ene. 2015,6.6,951,Una atracción de parque de diversiones lleva a los Simpson al planeta natal de Kang y Kodos.
26,El nuevo amigo de Bart,11 ene. 2015,7.1,809,"Homer es hipnotizado para creer que tiene diez años y queda atrapado en esa edad cuando muere el hipnotizador, por lo que estrecha su vínculo con Bart y se niega a recuperar las responsabilidades de la adultez."
26,El Musk que cayó a la Tierra,25 ene. 2015,5.6,835,"El inventor Elon Musk llega a Springfield y Homer lo inspira con una nueva idea que podría revolucionar la ciudad, pero termina costándole una fortuna al señor Burns."
26,Caminando grande y alto,8 feb. 2015,6.2,707,Marge intenta que Homer baje de peso. Pero él encuentra un grupo de apoyo que lo anima a aceptar su gran tamaño.
26,Mi bella pasajera,15 feb. 2015,6.5,675,"Marge consigue trabajo como conductora para una aplicación de transporte, mientras Moe se ve obligado a trabajar como conserje en la planta nuclear después de que Homer hace quebrar el bar."
26,La guía de la princesa,1 mar. 2015,6.4,683,Moe se enamora de una princesa nigeriana cuyo padre está negociando un acuerdo de uranio con el señor Burns.
26,Policía del cielo,8 mar. 2015,6.6,712,"La congregación, liderada por Marge, se ve obligada a recurrir al juego para reunir dinero y reparar la iglesia, que el jefe Wiggum destruyó con una mochila propulsora que recibió por error."
26,Esperando a Duffman,15 mar. 2015,6.5,682,"Después de que Duffman se retira, Homer gana un reality para convertirse en su reemplazo. Pero su contrato establece que no puede beber cerveza, lo que le da una nueva perspectiva sobre el alcohol."
26,Mamá espía,19 abr. 2015,6.6,638,"Marge decide seguir a Bart a todas partes hasta que confiese haber estado involucrado en un accidente con una excavadora. Mientras tanto, Homer ignora a Ayudante de Santa cuando Ned consigue un nuevo perro."
26,Los niños son todo pelea,26 abr. 2015,6.7,643,La historia de la rivalidad entre Bart y Lisa se cuenta cuando Homer encuentra una vieja película.
26,Vamos a hacer volar a un viejo,3 may. 2015,6.0,652,"Bart empieza a fumar cigarrillos electrónicos para impresionar a Annika, la prima de Milhouse, mientras el resto de la familia conoce la época del Abuelo en la Fuerza Aérea."
26,Bull-E,10 may. 2015,6.5,639,"Bart sufre acoso en un baile escolar, así que Marge consigue que se apruebe una ley contra el bullying, lo que termina llevando a Homer a terapia por acosar a Ned."
26,Hazaña matemática,17 may. 2015,6.8,690,"El jardinero Willie se convierte en entrenador del equipo de matemáticas, y Lisa junto con otros alumnos de la Escuela Primaria de Springfield compiten contra la Primaria de Waverly Hills."
27,El sueño de todo hombre,27 sep. 2015,5.5,982,"Marge decide que finalmente llegó el momento de separarse de Homer y rápidamente sigue adelante con su vida. Homer queda devastado al principio, pero pronto inicia un romance con una mujer más joven."
27,Detective de la parrilla,4 oct. 2015,6.6,807,"Un famoso chef de televisión desafía a Homer a una competencia de barbacoa. Pero antes del concurso, roban la nueva y preciada parrilla de Homer."
27,Sin humo,11 oct. 2015,7.0,792,"Patty y Selma intentan dejar de fumar, pero Patty se muda con los Simpson cuando Selma vuelve al cigarrillo. Mientras tanto, Maggie vive una aventura con algunas criaturas locales."
27,Halloween de terror,18 oct. 2015,7.6,1048,"Los Simpson están orgullosos de ser la casa más decorada festivamente de la cuadra. Pero cuando Lisa queda traumatizada en la Noche de Terror de Krustyland, siente que ya no puede soportar Halloween."
27,La casita del horror XXVI,25 oct. 2015,6.6,839,"Después de matar a Bart, Bob Patiño no sabe qué hacer consigo mismo; Homer despierta con pérdida de memoria a corto plazo; debido a la radiación, Lisa, Bart y Milhouse obtienen superpoderes."
27,Amiga con beneficio,8 nov. 2015,6.6,695,"Lisa hace una nueva amiga en la escuela, Harper, que resulta ser extremadamente rica, mientras Homer se hace amigo del padre de Harper e intenta seguir viviendo a lo grande cuando Lisa decide terminar la amistad."
27,Lisa con una «S»,22 nov. 2015,5.9,696,La leyenda de Broadway Laney Fontaine transforma a Lisa en una niña del espectáculo después de que Homer le hace perder la oportunidad de asistir a un campamento de música.
27,Senderos de gloria,6 dic. 2015,6.8,682,"Lisa intenta restaurar la reputación de una inventora olvidada de Springfield, mientras Bart aprovecha al máximo un diagnóstico que afirma que es sociópata."
27,La vida de Bart,13 dic. 2015,8.4,1567,"Una historia del viaje de Bart desde la juventud hasta la adultez, durante el cual busca constantemente la aprobación de su padre y vive a la sombra de su hermana menor, más exitosa."
27,El código de las chicas,3 ene. 2016,6.5,760,"Cuando Homer pierde su trabajo por una publicación de Marge en redes sociales, empieza a trabajar como lavaplatos en un restaurante griego. Mientras tanto, Lisa crea una aplicación capaz de predecir el efecto de cualquier publicación en las redes sociales."
27,Obstáculos adolescentes causados por leche mutante,10 ene. 2016,6.5,713,"Bart y el director Skinner compiten por el afecto de la nueva maestra de Bart, y un nuevo producto lácteo que Homer compra en el Kwik-E-Mart provoca grandes cambios en Bart y Lisa."
27,Mucho Apu por algo,17 ene. 2016,6.6,668,"El sobrino de Apu introduce grandes cambios cuando se hace cargo del Kwik-E-Mart, y Bart decide que ya no quiere ser malo después de que su última broma se sale de control."
